transaction_id,customer_id,amount,transaction_date
T00847,129,87656,2023-11-28
T00848,291,1199,2023-10-15
T00849,1856,6280,2023-07-19
T00850,501,14954,2023-05-02
T00851,186,5022,2023-09-19
T00852,479,14610,2023-12-23
T00853,1595,454,2023-05-28
T00854,492,5569,2023-12-21
T00855,513,8385,2023-12-07
T00856,1667,4995,2023-01-25
T00857,1091,70910,2023-07-15
T00858,1829,10336,2023-07-18
T00859,467,10999,2023-08-02
T00860,285,11947,2023-12-17
T00861,601,7209,2023-06-10
T00862,1441,6511,2023-10-10
T00863,1124,1470,2023-01-28
T00864,189,9098,2023-01-07
T00865,989,7471,2023-05-09
T00866,890,6325,2023-04-14
T00867,1882,3979,2023-11-14
T00868,388,8988,2023-08-15
T00869,241,968,2023-04-26
T00870,1806,6813,2023-11-21
T00871,1755,14071,2023-12-27
T00872,417,5232,2023-12-30
T00873,1942,6576,2023-11-28
T00874,176,2790,2023-07-08
T00875,387,7711,2023-10-29
T00876,1495,88139,2023-10-07
T00877,853,2972,2023-11-05
T00878,1257,7709,2023-04-11
T00879,663,5526,2023-04-10
T00880,452,10106,2023-05-31
T00881,277,1166,2023-08-18
T00882,1253,9464,2023-04-01
T00883,1195,4130,2023-12-16
T00884,1759,2402,2023-02-08
T00885,213,41635,2023-04-06
T00886,1306,12797,2023-03-30
T00887,41,1764,2023-09-21
T00888,1146,9004,2023-03-03
T00889,1251,10096,2023-07-13
T00890,294,13421,2023-01-21
T00891,600,4937,2023-08-08
T00892,1291,12314,2023-05-23
T00893,541,174804,2023-10-12
T00894,1783,11582,2023-05-16
T00895,1852,74332,2023-03-08
T00896,451,8342,2023-03-24
T00897,1473,13991,2023-10-27
T00898,1780,1282,2023-05-11
T00899,1085,2524,2023-01-03
T00900,1526,5820,2023-06-19
T00901,1171,4630,2023-08-27
T00902,1710,7625,2023-12-30
T00903,1969,12334,2023-03-21
T00904,790,4986,2023-01-21
T00905,334,6016,2023-03-20
T00906,1905,11878,2023-06-15
T00907,1977,10528,2023-11-02
T00908,891,7046,2023-01-27
T00909,1166,8753,2023-11-17
T00910,44,10068,2023-11-12
T00911,144,9698,2023-12-05
T00912,1889,6632,2023-06-04
T00913,333,7971,2023-09-09
T00914,998,13221,2023-10-21
T00915,1521,10017,2023-10-09
T00916,1420,6419,2023-07-03
T00917,55,142225,2023-02-07
T00918,1331,12515,2023-12-29
T00919,870,8434,2023-06-12
T00920,1447,2719,2023-09-27
T00921,1441,6023,2023-04-23
T00922,1697,5118,2023-04-05
T00923,797,1044,2023-09-24
T00924,325,81629,2023-02-04
T00925,1734,12817,2023-09-16
T00926,1695,4155,2023-03-23
T00927,80,6169,2023-08-01
T00928,1055,2958,2023-10-06
T00929,985,6585,2023-10-02
T00930,1136,9779,2023-07-26
T00931,558,34267,2023-02-17
T00932,865,4138,2023-06-28
T00933,717,4545,2023-04-24
T00934,1588,243620,2023-04-20
T00935,1674,8933,2023-12-06
T00936,472,5530,2023-06-19
T00937,74,12871,2023-06-19
T00938,1577,10659,2023-07-04
T00939,1503,13455,2023-05-31
T00940,589,9595,2023-04-22
T00941,1411,10777,2023-11-13
T00942,1723,124186,2023-09-29
T00943,1906,1323,2023-09-01
T00944,564,14641,2023-10-15
T00945,1954,35443,2023-11-29
T00946,1457,5853,2023-01-05
T00947,1436,4727,2023-02-28
T00948,467,6912,2023-12-09
T00949,599,3939,2023-06-27
T00950,1645,1338,2023-08-17
T00951,992,1231,2023-05-04
T00952,1933,235602,2023-11-25
T00953,737,9751,2023-11-11
T00954,994,1536,2023-11-15
T00955,248,5494,2023-05-05
T00956,1605,1745,2023-01-21
T00957,1144,1893,2023-12-16
T00958,67,82529,2023-06-14
T00959,573,48290,2023-07-15
T00960,1980,12426,2023-02-28
T00961,1351,26551,2023-07-17
T00962,1944,11450,2023-05-12
T00963,703,74340,2023-10-04
T00964,470,2680,2023-05-25
T00965,493,1200,2023-01-13
T00966,1725,10405,2023-09-22
T00967,663,5658,2023-07-11
T00968,286,8690,2023-09-21
T00969,1980,8843,2023-09-18
T00970,1938,8216,2023-08-17
T00971,1632,6582,2023-09-07
T00972,312,4020,2023-01-23
T00973,309,1841,2023-06-01
T00974,775,5136,2023-11-30
T00975,1121,8827,2023-04-09
T00976,965,567,2023-06-14
T00977,1137,18564,2023-09-21
T00978,1661,7565,2023-02-12
T00979,456,9056,2023-02-19
T00980,1487,1106,2023-03-27
T00981,1972,10453,2023-10-03
T00982,132,2678,2023-10-01
T00983,930,99974,2023-01-04
T00984,965,319,2023-11-17
T00985,929,3485,2023-02-03
T00986,121,3444,2023-04-18
T00987,1221,262636,2023-12-10
T00988,1830,10221,2023-11-19
T00989,1506,5978,2023-04-20
T00990,634,2395,2023-12-17
T00991,1818,5066,2023-08-06
T00992,897,2940,2023-02-23
T00993,772,10143,2023-04-16
T00994,1063,13524,2023-10-03
T00995,566,7818,2023-12-26
T00996,512,10933,2023-08-11
T00997,1498,10766,2023-11-28
T00998,1185,13955,2023-02-06
T00999,289,11132,2023-12-18
T01000,200,4697,2023-03-20
T01001,1812,253343,2023-01-13
T01002,528,9561,2023-08-24
T01003,917,7232,2023-06-19
T01004,1709,8381,2023-01-20
T01005,1527,8253,2023-02-14
T01006,1272,5871,2023-02-07
T01007,1407,10642,2023-01-28
T01008,1242,162415,2023-04-02
T01009,1111,6003,2023-05-09
T01010,1106,10316,2023-10-13
T01011,1086,11174,2023-02-06
T01012,799,1986,2023-10-22
T01013,1524,10988,2023-04-27
T01014,1066,13125,2023-05-13
T01015,12,2625,2023-07-28
T01016,833,13496,2023-07-18
T01017,1770,37235,2023-08-19
T01018,841,11248,2023-11-19
T01019,643,2228,2023-07-27
T01020,1139,5335,2023-08-10
T01021,1242,223127,2023-06-11
T01022,1673,2330,2023-01-09
T01023,106,3573,2023-07-19
T01024,691,4929,2023-12-11
T01025,528,3847,2023-03-02
T01026,1496,10043,2023-10-01
T01027,1778,2229,2023-01-04
T01028,846,30517,2023-11-25
T01029,893,1043,2023-11-13
T01030,387,3846,2023-02-02
T01031,1250,8381,2023-10-27
T01032,481,87832,2023-01-24
T01033,1778,8699,2023-12-25
T01034,408,126351,2023-02-07
T01035,1481,1534,2023-07-03
T01036,1677,4792,2023-09-15
T01037,898,5720,2023-02-24
T01038,711,2995,2023-05-29
T01039,1648,5632,2023-12-18
T01040,639,69510,2023-06-04
T01041,1045,2166,2023-11-07
T01042,1683,12262,2023-02-14
T01043,1625,4824,2023-05-25
T01044,815,5334,2023-08-13
T01045,918,13907,2023-07-15
T01046,203,2660,2023-07-22
T01047,417,10663,2023-12-05
T01048,416,11832,2023-01-16
T01049,1472,14171,2023-08-31
T01050,1536,4241,2023-03-22
T01051,85,65723,2023-10-01
T01052,167,2880,2023-04-23
T01053,384,9922,2023-03-11
T01054,468,108932,2023-07-20
T01055,1096,11610,2023-10-07
T01056,810,29528,2023-06-01
T01057,997,5352,2023-11-21
T01058,1545,14543,2023-03-15
T01059,1817,3330,2023-06-02
T01060,473,68719,2023-12-13
T01061,993,344,2023-11-28
T01062,1282,3718,2023-07-11
T01063,275,13986,2023-01-06
T01064,1774,6039,2023-10-11
T01065,1044,10749,2023-10-12
T01066,1514,246334,2023-03-14
T01067,1769,14504,2023-03-05
T01068,490,10325,2023-01-22
T01069,1757,5728,2023-01-03
T01070,326,8195,2023-10-21
T01071,529,1518,2023-11-02
T01072,892,8679,2023-07-21
T01073,89,230532,2023-10-03
T01074,486,5982,2023-10-08
T01075,708,12464,2023-02-13
T01076,350,3797,2023-06-06
T01077,1108,5460,2023-04-18
T01078,387,4599,2023-06-26
T01079,87,2311,2023-04-19
T01080,307,9090,2023-07-31
T01081,1874,164755,2023-11-27
T01082,1178,2317,2023-09-20
T01083,440,10798,2023-03-14
T01084,740,1653,2023-03-24
T01085,1984,8078,2023-04-05
T01086,264,52247,2023-04-24
T01087,977,208259,2023-11-12
T01088,735,5102,2023-05-10
T01089,421,1423,2023-04-10
T01090,493,2496,2023-02-28
T01091,633,110011,2023-04-03
T01092,993,2861,2023-12-10
T01093,411,14696,2023-10-18
T01094,173,275579,2023-01-28
T01095,4,10424,2023-10-09
T01096,854,2504,2023-08-25
T01097,1664,1339,2023-11-27
T01098,986,13529,2023-10-09
T01099,1496,12014,2023-02-07
T01100,1134,14458,2023-05-29
T01101,1891,1203,2023-12-10
T01102,1061,10441,2023-02-04
T01103,583,1659,2023-05-09
T01104,1825,250044,2023-02-20
T01105,1055,13390,2023-04-12
T01106,1975,3870,2023-10-25
T01107,381,8708,2023-09-07
T01108,1292,9502,2023-06-19
T01109,1035,220789,2023-07-02
T01110,344,165927,2023-03-07
T01111,1864,5557,2023-12-10
T01112,1568,3973,2023-12-02
T01113,1593,10590,2023-05-01
T01114,166,8141,2023-02-21
T01115,700,11400,2023-05-26
T01116,342,14340,2023-11-14
T01117,1506,9056,2023-02-05
T01118,1043,2494,2023-04-10
T01119,1652,2025,2023-06-12
T01120,980,3350,2023-09-06
T01121,1208,157046,2023-08-19
T01122,1806,6460,2023-06-18
T01123,545,6260,2023-11-12
T01124,1034,11979,2023-12-04
T01125,1616,2713,2023-06-06
T01126,192,3634,2023-12-22
T01127,320,6403,2023-10-27
T01128,1726,7744,2023-03-20
T01129,580,12365,2023-10-17
T01130,475,9117,2023-10-18
T01131,1884,5722,2023-07-06
T01132,637,223692,2023-06-11
T01133,427,7561,2023-08-08
T01134,1872,14329,2023-03-28
T01135,1083,13460,2023-01-03
T01136,1460,10012,2023-06-10
T01137,97,1601,2023-05-07
T01138,496,8451,2023-04-24
T01139,1811,2442,2023-12-31
T01140,661,6153,2023-11-25
T01141,1302,5135,2023-08-12
T01142,1289,134744,2023-05-22
T01143,9,574,2023-07-04
T01144,457,13657,2023-03-10
T01145,1819,7622,2023-12-14
T01146,273,9431,2023-06-19
T01147,940,14515,2023-09-03
T01148,1837,1018,2023-08-25
T01149,1032,11775,2023-08-17
T01150,208,9889,2023-07-03
T01151,1938,8569,2023-06-06
T01152,1661,7770,2023-09-07
T01153,1147,64209,2023-10-10
T01154,1057,4073,2023-02-25
T01155,1537,4747,2023-03-31
T01156,204,6927,2023-11-27
T01157,518,11201,2023-11-07
T01158,1833,13393,2023-02-11
T01159,1975,9167,2023-05-24
T01160,517,11246,2023-03-13
T01161,443,8242,2023-10-03
T01162,1616,13451,2023-04-11
T01163,1810,311,2023-05-15
T01164,689,4335,2023-11-17
T01165,850,5375,2023-02-09
T01166,833,9998,2023-02-08
T01167,339,3146,2023-01-10
T01168,1462,2859,2023-09-17
T01169,1469,8178,2023-11-20
T01170,1160,12440,2023-01-16
T01171,387,4470,2023-10-25
T01172,1049,2989,2023-10-24
T01173,506,1472,2023-07-27
T01174,1349,2680,2023-10-30
T01175,1719,10975,2023-04-19
T01176,680,14095,2023-01-19
T01177,1362,4920,2023-10-10
T01178,690,12629,2023-05-14
T01179,885,3594,2023-10-06
T01180,1119,50730,2023-10-04
T01181,1569,10024,2023-08-30
T01182,623,1224,2023-12-01
T01183,1170,10048,2023-03-18
T01184,893,7684,2023-07-07
T01185,953,2527,2023-07-20
T01186,1255,4681,2023-04-25
T01187,784,564,2023-10-29
T01188,1872,8560,2023-05-29
T01189,495,25396,2023-03-10
T01190,1062,11612,2023-08-26
T01191,1449,14633,2023-09-14
T01192,1671,3522,2023-09-19
T01193,1870,2141,2023-02-16
T01194,747,48254,2023-07-23
T01195,437,9337,2023-07-06
T01196,1855,2989,2023-09-15
T01197,1392,121676,2023-01-06
T01198,345,1801,2023-12-06
T01199,1184,14676,2023-05-03
T01200,550,8905,2023-11-11
T01201,1686,8736,2023-12-17
T01202,1936,1098,2023-03-26
T01203,820,8483,2023-09-21
T01204,541,194510,2023-03-13
T01205,144,3369,2023-08-17
T01206,588,1671,2023-03-23
T01207,657,4122,2023-04-02
T01208,1765,10820,2023-10-17
T01209,1600,9327,2023-10-17
T01210,1883,13227,2023-12-04
T01211,345,659,2023-03-16
T01212,1293,2143,2023-09-05
T01213,1864,5526,2023-07-03
T01214,696,13659,2023-01-21
T01215,1797,13943,2023-04-23
T01216,268,14998,2023-09-07
T01217,169,7798,2023-04-29
T01218,1795,6568,2023-02-02
T01219,1763,13905,2023-05-16
T01220,33,9318,2023-07-09
T01221,377,1194,2023-04-30
T01222,1238,14443,2023-01-22
T01223,1586,1042,2023-12-09
T01224,1464,5634,2023-04-16
T01225,1516,12895,2023-09-23
T01226,393,49132,2023-07-04
T01227,489,14721,2023-07-18
T01228,722,10616,2023-08-29
T01229,946,5250,2023-08-21
T01230,1053,11812,2023-01-24
T01231,39,9022,2023-01-21
T01232,1883,3434,2023-11-29
T01233,1636,8316,2023-06-15
T01234,1197,9824,2023-02-22
T01235,1041,8935,2023-12-27
T01236,1080,1513,2023-09-24
T01237,226,6446,2023-11-21
T01238,1582,10042,2023-05-21
T01239,67,81228,2023-05-15
T01240,1221,148883,2023-10-24
T01241,1678,169365,2023-10-06
T01242,835,52176,2023-10-19
T01243,1047,4090,2023-03-31
T01244,999,232845,2023-07-12
T01245,1630,4912,2023-12-01
T01246,1778,10368,2023-07-13
T01247,237,7274,2023-07-07
T01248,957,40613,2023-10-28
T01249,919,13706,2023-12-01
T01250,1947,3865,2023-02-09
T01251,1590,1715,2023-09-22
T01252,1162,6213,2023-05-09
T01253,473,245219,2023-07-12
T01254,1869,8749,2023-04-25
T01255,1808,12554,2023-09-22
T01256,553,14294,2023-07-27
T01257,1634,7246,2023-06-30
T01258,695,7325,2023-06-26
T01259,1664,11873,2023-09-07
T01260,1253,13982,2023-09-04
T01261,317,14447,2023-11-06
T01262,598,11682,2023-01-04
T01263,768,723,2023-09-14
T01264,1745,9115,2023-03-13
T01265,1751,59704,2023-08-14
T01266,886,3068,2023-03-26
T01267,1636,9229,2023-04-28
T01268,561,10669,2023-02-09
T01269,1225,6439,2023-09-21
T01270,1972,2644,2023-11-26
T01271,258,14845,2023-05-24
T01272,1504,8213,2023-04-19
T01273,1912,508,2023-03-18
T01274,1202,9617,2023-04-06
T01275,757,8486,2023-03-22
T01276,123,1251,2023-07-05
T01277,342,12836,2023-11-05
T01278,1195,3361,2023-03-02
T01279,1869,7717,2023-12-05
T01280,1672,2781,2023-04-28
T01281,1083,3529,2023-08-01
T01282,1729,19807,2023-06-19
T01283,1489,8692,2023-02-28
T01284,1804,13804,2023-09-04
T01285,260,44737,2023-12-12
T01286,1397,6546,2023-09-03
T01287,1997,11211,2023-09-03
T01288,95,2937,2023-04-18
T01289,1149,7512,2023-10-30
T01290,41,2761,2023-03-24
T01291,1915,20527,2023-11-28
T01292,254,273285,2023-07-30
T01293,7,6383,2023-01-12
T01294,1495,98389,2023-05-05
T01295,728,9742,2023-01-23
T01296,1535,59808,2023-03-07
T01297,1605,6188,2023-10-21
T01298,69,5634,2023-10-31
T01299,1105,12775,2023-03-24
T01300,542,13442,2023-03-10
T01301,1609,8994,2023-11-19
T01302,1286,9864,2023-09-20
T01303,89,59410,2023-01-21
T01304,1939,211863,2023-10-21
T01305,1232,2121,2023-03-17
T01306,213,40771,2023-01-29
T01307,834,11340,2023-03-27
T01308,266,12213,2023-05-13
T01309,912,5708,2023-04-03
T01310,293,4727,2023-09-22
T01311,1231,245760,2023-07-27
T01312,333,2480,2023-11-03
T01313,1101,8110,2023-10-16
T01314,1312,2612,2023-11-23
T01315,1005,13457,2023-01-10
T01316,47,11383,2023-12-05
T01317,622,12532,2023-05-26
T01318,1224,2646,2023-02-13
T01319,427,8269,2023-04-21
T01320,210,3725,2023-08-18
T01321,888,12370,2023-11-07
T01322,1444,49251,2023-08-30
T01323,154,1474,2023-09-04
T01324,1546,1753,2023-03-29
T01325,415,6314,2023-04-23
T01326,1377,14044,2023-07-30
T01327,1181,329,2023-11-04
T01328,1285,126904,2023-03-15
T01329,1101,6873,2023-10-26
T01330,769,7141,2023-04-04
T01331,983,8056,2023-11-16
T01332,1512,3385,2023-12-04
T01333,1155,5000,2023-09-19
T01334,579,9702,2023-05-16
T01335,1479,7751,2023-03-27
T01336,740,10272,2023-12-18
T01337,163,12170,2023-06-25
T01338,1039,13984,2023-08-21
T01339,1256,3950,2023-11-02
T01340,195,3785,2023-10-30
T01341,1885,3868,2023-02-05
T01342,542,2293,2023-04-28
T01343,359,10985,2023-07-13
T01344,850,7267,2023-07-17
T01345,1355,11153,2023-03-09
T01346,427,12192,2023-02-25
T01347,497,41566,2023-01-09
T01348,828,9153,2023-04-14
T01349,486,10554,2023-09-25
T01350,1832,3344,2023-09-16
T01351,1473,4804,2023-12-17
T01352,1437,8555,2023-08-03
T01353,330,11451,2023-03-18
T01354,1756,5161,2023-11-07
T01355,889,8529,2023-02-19
T01356,991,5183,2023-04-01
T01357,1171,11925,2023-09-01
T01358,259,1153,2023-11-11
T01359,292,2005,2023-11-04
T01360,1835,5712,2023-01-20
T01361,143,12101,2023-09-30
T01362,1961,9955,2023-09-15
T01363,747,30706,2023-03-02
T01364,627,2210,2023-02-17
T01365,1389,8237,2023-09-04
T01366,90,1515,2023-12-04
T01367,720,10626,2023-03-08
T01368,1188,2950,2023-11-05
T01369,481,93746,2023-10-04
T01370,84,7951,2023-01-01
T01371,1101,12310,2023-12-14
T01372,673,5097,2023-11-29
T01373,517,8484,2023-08-09
T01374,485,14849,2023-09-25
T01375,1614,5949,2023-08-04
T01376,1627,4263,2023-07-09
T01377,1623,1675,2023-01-23
T01378,782,14981,2023-12-24
T01379,104,8916,2023-09-29
T01380,1476,2747,2023-08-08
T01381,1511,4886,2023-04-28
T01382,339,7248,2023-09-04
T01383,687,10370,2023-07-15
T01384,1590,6881,2023-06-29
T01385,900,10417,2023-10-29
T01386,1502,48780,2023-12-23
T01387,1747,12456,2023-10-22
T01388,607,5837,2023-02-20
T01389,223,1359,2023-08-06
T01390,1033,14599,2023-03-10
T01391,1077,11784,2023-05-11
T01392,1101,7484,2023-09-02
T01393,1742,5497,2023-04-30
T01394,503,11061,2023-02-12
T01395,1340,10272,2023-05-26
T01396,1838,276772,2023-11-03
T01397,822,229778,2023-10-06
T01398,1866,13751,2023-07-29
T01399,624,13200,2023-05-12
T01400,1887,1803,2023-04-07
T01401,165,7959,2023-01-03
T01402,1303,2583,2023-12-30
T01403,1051,13208,2023-01-04
T01404,1094,9138,2023-10-23
T01405,1242,268323,2023-09-25
T01406,1986,5689,2023-03-02
T01407,1389,13709,2023-09-24
T01408,1725,14088,2023-01-04
T01409,1869,4770,2023-07-12
T01410,1971,10946,2023-12-02
T01411,1330,14138,2023-04-16
T01412,1148,1543,2023-12-19
T01413,19,4588,2023-06-11
T01414,1281,11430,2023-07-29
T01415,1320,4115,2023-07-05
T01416,1952,11172,2023-02-24
T01417,1046,1126,2023-03-21
T01418,1904,12104,2023-08-07
T01419,989,6689,2023-11-30
T01420,450,12811,2023-10-27
T01421,552,13574,2023-05-10
T01422,1574,11800,2023-05-14
T01423,1072,12155,2023-10-02
T01424,695,14735,2023-08-05
T01425,587,660,2023-10-17
T01426,721,214691,2023-07-07
T01427,1207,22735,2023-11-10
T01428,1459,286821,2023-05-22
T01429,107,11280,2023-12-15
T01430,1212,11589,2023-07-23
T01431,776,15167,2023-04-15
T01432,1110,1365,2023-07-31
T01433,1860,13920,2023-10-10
T01434,1867,8222,2023-10-13
T01435,1480,1546,2023-09-05
T01436,1161,10495,2023-04-02
T01437,1882,6977,2023-07-09
T01438,898,12998,2023-10-14
T01439,336,3153,2023-10-12
T01440,607,2476,2023-09-05
T01441,838,5835,2023-05-10
T01442,1781,6352,2023-06-07
T01443,1493,64460,2023-10-23
T01444,602,3877,2023-06-26
T01445,1595,922,2023-12-28
T01446,403,27322,2023-07-23
T01447,540,13886,2023-03-12
T01448,1096,9837,2023-12-04
T01449,1806,6994,2023-03-02
T01450,24,2274,2023-04-28
T01451,624,9221,2023-08-17
T01452,1836,5465,2023-12-25
T01453,1509,31567,2023-03-24
T01454,1080,1152,2023-02-21
T01455,986,14511,2023-04-20
T01456,223,8894,2023-09-18
T01457,1656,14213,2023-07-25
T01458,179,5835,2023-06-23
T01459,800,245706,2023-10-09
T01460,434,6549,2023-11-11
T01461,1961,14176,2023-12-23
T01462,1474,80191,2023-12-17
T01463,793,8673,2023-12-28
T01464,884,2233,2023-01-27
T01465,492,3306,2023-03-24
T01466,1213,39571,2023-07-19
T01467,1602,12080,2023-11-22
T01468,810,98395,2023-01-03
T01469,961,7511,2023-02-16
T01470,420,14856,2023-03-16
T01471,1273,14182,2023-08-30
T01472,1612,10131,2023-11-04
T01473,649,145885,2023-08-11
T01474,1188,1239,2023-02-15
T01475,1769,13954,2023-02-02
T01476,1279,7464,2023-05-15
T01477,476,1228,2023-04-24
T01478,1830,5332,2023-07-09
T01479,1441,9791,2023-02-10
T01480,170,3024,2023-11-08
T01481,1341,8451,2023-01-20
T01482,174,7038,2023-07-16
T01483,470,12023,2023-07-25
T01484,345,2853,2023-11-11
T01485,445,5295,2023-12-02
T01486,1042,10577,2023-09-24
T01487,1094,7242,2023-05-27
T01488,1362,14474,2023-12-31
T01489,628,5730,2023-11-02
T01490,592,7086,2023-01-30
T01491,527,2775,2023-03-31
T01492,1712,12056,2023-11-24
T01493,456,4830,2023-09-11
T01494,1293,8724,2023-08-13
T01495,1655,13280,2023-01-06
T01496,811,2637,2023-04-14
T01497,188,10198,2023-12-03
T01498,1021,6374,2023-09-23
T01499,1593,10995,2023-05-27
T01500,711,1006,2023-04-10
T01501,529,5805,2023-01-18
T01502,434,2035,2023-11-03
T01503,288,11410,2023-09-19
T01504,1942,14498,2023-09-22
T01505,1591,4303,2023-12-24
T01506,499,2971,2023-04-29
T01507,1465,49608,2023-11-11
T01508,1805,11637,2023-03-28
T01509,303,3844,2023-12-12
T01510,87,577,2023-01-19
T01511,830,3290,2023-07-04
T01512,438,1742,2023-05-03
T01513,541,298056,2023-12-02
T01514,1046,252,2023-01-01
T01515,833,5986,2023-03-22
T01516,797,2117,2023-02-14
T01517,560,25220,2023-05-22
T01518,1541,22739,2023-07-24
T01519,762,4846,2023-06-30
T01520,1699,9807,2023-12-09
T01521,1527,3222,2023-07-22
T01522,1738,7367,2023-07-27
T01523,467,8432,2023-10-28
T01524,1125,7078,2023-04-13
T01525,1607,11985,2023-09-23
T01526,1966,13175,2023-01-08
T01527,675,12411,2023-12-27
T01528,685,9850,2023-02-05
T01529,1165,64935,2023-02-16
T01530,138,10622,2023-10-09
T01531,578,13161,2023-05-26
T01532,710,12904,2023-10-14
T01533,1864,3531,2023-10-26
T01534,228,282105,2023-06-28
T01535,281,158759,2023-06-27
T01536,684,11730,2023-05-22
T01537,828,2622,2023-04-26
T01538,431,14659,2023-11-07
T01539,1064,178279,2023-04-10
T01540,1543,90694,2023-08-21
T01541,1710,7686,2023-07-26
T01542,1687,5583,2023-10-22
T01543,1235,1536,2023-01-03
T01544,302,12309,2023-05-14
T01545,1110,1617,2023-03-31
T01546,1421,38477,2023-07-28
T01547,1277,8264,2023-09-17
T01548,533,8285,2023-02-24
T01549,769,4868,2023-10-14
T01550,1915,57537,2023-02-07
T01551,1939,76045,2023-09-15
T01552,1405,12234,2023-05-31
T01553,444,7018,2023-06-24
T01554,1057,9920,2023-03-01
T01555,260,94518,2023-09-20
T01556,1258,57012,2023-05-12
T01557,1539,1992,2023-10-03
T01558,1883,7523,2023-10-22
T01559,1332,5520,2023-05-09
T01560,739,4109,2023-12-22
T01561,796,3001,2023-08-15
T01562,70,14894,2023-07-13
T01563,1478,69600,2023-10-16
T01564,1463,2501,2023-09-05
T01565,1849,2814,2023-05-05
T01566,1388,4475,2023-06-23
T01567,983,11513,2023-08-23
T01568,1790,11477,2023-12-15
T01569,481,88269,2023-08-24
T01570,1168,1349,2023-10-28
T01571,24,307,2023-01-15
T01572,965,1466,2023-09-04
T01573,1449,4990,2023-03-01
T01574,746,3063,2023-05-13
T01575,845,13893,2023-02-04
T01576,1199,10250,2023-07-15
T01577,1868,4362,2023-11-21
T01578,325,67985,2023-04-23
T01579,1893,14595,2023-12-13
T01580,1695,13536,2023-12-26
T01581,1884,10080,2023-04-28
T01582,1372,4394,2023-06-11
T01583,798,10607,2023-07-31
T01584,18,4538,2023-06-30
T01585,44,14321,2023-09-22
T01586,155,4817,2023-10-02
T01587,867,6383,2023-01-05
T01588,922,252996,2023-12-25
T01589,1401,3417,2023-05-15
T01590,743,2541,2023-05-08
T01591,1907,1046,2023-05-28
T01592,1852,46342,2023-02-17
T01593,1426,3370,2023-07-24
T01594,225,3129,2023-12-11
T01595,217,9850,2023-06-25
T01596,1592,5106,2023-02-08
T01597,31,14082,2023-10-11
T01598,1893,3858,2023-04-02
T01599,1083,2801,2023-09-01
T01600,1916,223292,2023-06-10
T01601,898,1422,2023-07-01
T01602,1377,3159,2023-04-22
T01603,935,1243,2023-10-21
T01604,445,6869,2023-05-18
T01605,1259,41186,2023-04-04
T01606,1131,10647,2023-12-16
T01607,1215,52437,2023-04-08
T01608,530,54136,2023-09-13
T01609,1937,3854,2023-04-13
T01610,738,5347,2023-05-01
T01611,1703,1858,2023-05-04
T01612,1607,3076,2023-05-16
T01613,874,13152,2023-04-16
T01614,566,7897,2023-04-28
T01615,1269,9619,2023-04-14
T01616,1886,2862,2023-05-08
T01617,76,13216,2023-11-13
T01618,547,2041,2023-07-02
T01619,267,8802,2023-03-21
T01620,317,8344,2023-02-24
T01621,1836,13747,2023-03-03
T01622,1145,6931,2023-02-10
T01623,1860,9408,2023-12-13
T01624,25,205625,2023-12-06
T01625,1456,78587,2023-09-10
T01626,160,69245,2023-11-11
T01627,596,9254,2023-01-04
T01628,1138,2314,2023-10-05
T01629,1759,11077,2023-01-22
T01630,900,1710,2023-09-04
T01631,502,96363,2023-07-10
T01632,1190,9543,2023-11-14
T01633,1013,5941,2023-06-11
T01634,703,70036,2023-09-10
T01635,1199,11540,2023-10-22
T01636,1,14082,2023-05-21
T01637,1923,1996,2023-09-09
T01638,741,8847,2023-04-04
T01639,1110,1745,2023-09-19
T01640,1598,7984,2023-05-24
T01641,320,12241,2023-07-23
T01642,1425,542,2023-04-24
T01643,382,9032,2023-10-23
T01644,1742,12671,2023-03-07
T01645,1641,8267,2023-01-28
T01646,1342,2204,2023-09-27
T01647,1827,2323,2023-08-05
T01648,1274,1419,2023-09-02
T01649,1549,209461,2023-10-04
T01650,1699,3430,2023-01-17
T01651,1579,2076,2023-09-15
T01652,898,3067,2023-06-27
T01653,1976,5505,2023-07-21
T01654,1647,11228,2023-12-18
T01655,717,11372,2023-03-31
T01656,1920,10590,2023-08-23
T01657,1280,9984,2023-03-03
T01658,307,12667,2023-12-24
T01659,1974,6327,2023-09-23
T01660,1168,7240,2023-08-24
T01661,1682,10787,2023-06-11
T01662,391,79541,2023-12-19
T01663,1837,5831,2023-01-05
T01664,1700,8433,2023-01-07
T01665,1193,182527,2023-12-12
T01666,990,10919,2023-04-18
T01667,298,8048,2023-07-14
T01668,233,506,2023-10-25
T01669,1927,13994,2023-02-21
T01670,271,12497,2023-06-16
T01671,1084,2874,2023-07-05
T01672,1320,14972,2023-11-10
T01673,1491,11726,2023-05-13
T01674,1259,95316,2023-04-06
T01675,677,13598,2023-10-08
T01676,706,10033,2023-05-15
T01677,234,12810,2023-05-02
T01678,1392,276883,2023-05-18
T01679,1719,4522,2023-08-30
T01680,845,8046,2023-11-10
T01681,1256,8398,2023-06-25
T01682,1897,4743,2023-07-07
T01683,491,7779,2023-04-05
T01684,1643,6553,2023-09-13
T01685,503,69441,2023-08-06
T01686,890,7532,2023-04-18
T01687,1759,7815,2023-08-03
T01688,592,12953,2023-12-25
T01689,746,2557,2023-07-10
T01690,1405,6120,2023-07-06
T01691,1720,7992,2023-07-25
T01692,428,6120,2023-05-24
T01693,697,224354,2023-08-19
